department_name,geographic_region,name,normalised_path,path,url,financial_year,sphere
"Culture, Sport and Recreation",Mpumalanga,"Vote 11 : Culture, Sport and Recreation",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU - Vote 11 - Cullture, Sport and Recreation.pdf",2015,provincial
Social Development,Mpumalanga,Vote 12 : Social Development,etl-data/normalised/2015/Mpumalanga/Vote 12 : Social Development.xlsx,etl-data/2015/Mpumalanga/MPU - Social Development.xlsx,,2015,provincial
Social Development,Mpumalanga,Vote 12 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU - Vote 12 - Social Development.pdf,2015,provincial
Human Settlements,Mpumalanga,Vote 13 : Human Settlements,etl-data/normalised/2015/Mpumalanga/Vote 13 : Human Settlements.xlsx,etl-data/2015/Mpumalanga/MPU - Human Settlements.xlsx,,2015,provincial
Human Settlements,Mpumalanga,Vote 13 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/MPU - Vote 13 - Human Settlements.pdf,2015,provincial
Office of the Premier,North West,Vote 01 : Office of the Premier,etl-data/normalised/2015/North West/Vote 01 : Office of the Premier.xlsx,etl-data/2015/North West/NW - Office of the Premier.xlsx,,2015,provincial
Office of the Premier,North West,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 01- Office of the Premier.pdf,2015,provincial
Provincial Legislature,North West,Vote 02 : Provincial Legislature,etl-data/normalised/2015/North West/Vote 02 : Provincial Legislature.xlsx,etl-data/2015/North West/NW - Provincial Legislature.xlsx,,2015,provincial
Provincial Legislature,North West,Vote 02 : Provincial Legislature,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 02 - Provincial Legislature.pdf,2015,provincial
Health,North West,Vote 03 : Health,etl-data/normalised/2015/North West/Vote 03 : Health.xlsx,etl-data/2015/North West/NW - Health.xlsx,,2015,provincial
Health,North West,Vote 03 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 03 - Health.pdf,2015,provincial
"Sport, Arts and Culture",North West,"Vote 04 : Sport, Arts and Culture",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 04 - Sports, Arts & Culture.pdf",2015,provincial
Public Safety and Liaison,North West,Vote 05 : Public Safety and Liaison,etl-data/normalised/2015/North West/Vote 05 : Public Safety and Liaison.xlsx,etl-data/2015/North West/NW - Community Safety & Trans Man.xlsx,,2015,provincial
Public Safety and Liaison,North West,Vote 05 : Public Safety and Liaison,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 05 - Public Safety.pdf,2015,provincial
"Economic Development, Environment, Conservation and Tourism",North West,"Vote 06 : Economic Development, Environment, Conservation","etl-data/normalised/2015/North West/Vote 06 : Economic Development, Environment, Conservation.xlsx",etl-data/2015/North West/NW - Economy and Enterprise Development.xlsx,,2015,provincial
"Economic Development, Environment, Conservation and Tourism",North West,"Vote 06 : Economic Development, Environment, Conservation and Tourism",,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 06 - Economic Development.pdf,2015,provincial
"Economic Development, Environment, Conservation and Tourism",North West,Vote 06 : Tourism,etl-data/normalised/2015/North West/Vote 06 : Tourism.xlsx,etl-data/2015/North West/NW - Tourism.xlsx,,2015,provincial
Finance,North West,Vote 07 : Finance,etl-data/normalised/2015/North West/Vote 07 : Finance.xlsx,etl-data/2015/North West/NW - Provincial Treasury.xlsx,,2015,provincial
Finance,North West,Vote 07 : Finance,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 07 - Finance.pdf,2015,provincial
Education,North West,Vote 08 : Education,etl-data/normalised/2015/North West/Vote 08 : Education.xlsx,etl-data/2015/North West/NW - Education and Sport Development.xlsx,,2015,provincial
Education,North West,Vote 08 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 08 - Education.pdf,2015,provincial
Local Government and Traditional Affairs,North West,Vote 09 : Local Government and Traditional Affairs,etl-data/normalised/2015/North West/Vote 09 : Local Government and Traditional Affairs.xlsx,"etl-data/2015/North West/NW - Culture, Arts and Traditional Affairs.xlsx",,2015,provincial
Local Government and Traditional Affairs,North West,Vote 09 : Local Government and Traditional Affairs,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 09 - Local Government.pdf,2015,provincial
"Public Works, Roads and Transport",North West,"Vote 11 : Public Works, Roads and Transport","etl-data/normalised/2015/North West/Vote 11 : Public Works, Roads and Transport.xlsx",etl-data/2015/North West/NW - Public Works and Roads.xlsx,,2015,provincial
"Public Works, Roads and Transport",North West,"Vote 11 : Public Works, Roads and Transport",,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 11 - Public Roads and Transport.pdf,2015,provincial
Social Development,North West,Vote 12 : Social Development,etl-data/normalised/2015/North West/Vote 12 : Social Development.xlsx,etl-data/2015/North West/NW - Social Development.xlsx,,2015,provincial
Social Development,North West,Vote 12 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 12 - Social Development.pdf,2015,provincial
Agricultural and Rural Development,North West,Vote 13 : Agricultural and Rural Development,etl-data/normalised/2015/North West/Vote 13 : Agricultural and Rural Development.xlsx,"etl-data/2015/North West/NW - Rural, Environ and Agric Development.xlsx",,2015,provincial
Agricultural and Rural Development,North West,Vote 13 : Agricultural and Rural Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 13 - Agriculture and Rural Development.pdf,2015,provincial
Human Settlements,North West,Vote 15 : Human Settlements,etl-data/normalised/2015/North West/Vote 15 : Human Settlements.xlsx,etl-data/2015/North West/NW - Local Governement and Human Settlements.xlsx,,2015,provincial
Human Settlements,North West,Vote 15 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NW - Vote 15 - Human Settlements.pdf,2015,provincial
Office of the Premier,Northern Cape,Vote 01 : Office of the Premier,etl-data/normalised/2015/Northern Cape/Vote 01 : Office of the Premier.xlsx,etl-data/2015/Northern Cape/NC - Office of the Premier.xlsx,,2015,provincial
Office of the Premier,Northern Cape,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 01 - Office of the Premier.pdf,2015,provincial
Provincial Legislature,Northern Cape,Vote 02 : Provincial Legislature,etl-data/normalised/2015/Northern Cape/Vote 02 : Provincial Legislature.xlsx,etl-data/2015/Northern Cape/NC - Provincial Legislature.xlsx,,2015,provincial
Provincial Legislature,Northern Cape,Vote 02 : Provincial Legislature,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 02 - Provincial Legislature.pdf,2015,provincial
"Transport, Safety and Liaison",Northern Cape,"Vote 03 : Transport, Safety and Liaison","etl-data/normalised/2015/Northern Cape/Vote 03 : Transport, Safety and Liaison.xlsx","etl-data/2015/Northern Cape/NC - Transport, Safety and Liaison.xlsx",,2015,provincial
"Transport, Safety and Liaison",Northern Cape,"Vote 03 : Transport, Safety and Liaison",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 03 - Transport, Safety and Liaison.pdf",2015,provincial
Education,Northern Cape,Vote 04 : Education,etl-data/normalised/2015/Northern Cape/Vote 04 : Education.xlsx,etl-data/2015/Northern Cape/NC - Education.xlsx,,2015,provincial
Education,Northern Cape,Vote 04 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 04 - Education.pdf,2015,provincial
Roads and Public Works,Northern Cape,Vote 05 : Roads and Public Works,etl-data/normalised/2015/Northern Cape/Vote 05 : Roads and Public Works.xlsx,etl-data/2015/Northern Cape/NC - Roads and Public Works.xlsx,,2015,provincial
Roads and Public Works,Northern Cape,Vote 05 : Roads and Public Works,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 05 - Roads and Public Works.pdf,2015,provincial
Economic Development and Tourism,Northern Cape,Vote 06 : Economic Development and Tourism,etl-data/normalised/2015/Northern Cape/Vote 06 : Economic Development and Tourism.xlsx,etl-data/2015/Northern Cape/NC - Economic Dev and Tourism.xlsx,,2015,provincial
Economic Development and Tourism,Northern Cape,Vote 06 : Economic Development and Tourism,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 06 - Economic Development and Tourism.pdf,2015,provincial
"Sport, Arts and Culture",Northern Cape,"Vote 07 : Sport, Arts and Culture","etl-data/normalised/2015/Northern Cape/Vote 07 : Sport, Arts and Culture.xlsx","etl-data/2015/Northern Cape/NC - Sport,Arts and Culture.xlsx",,2015,provincial
"Sport, Arts and Culture",Northern Cape,"Vote 07 : Sport, Arts and Culture",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 07 - Sport, Arts and Culture.pdf",2015,provincial
Provincial Treasury,Northern Cape,Vote 08 : Provincial Treasury,etl-data/normalised/2015/Northern Cape/Vote 08 : Provincial Treasury.xlsx,etl-data/2015/Northern Cape/NC - Provincial Treasury.xlsx,,2015,provincial
Provincial Treasury,Northern Cape,Vote 08 : Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 08 - Provincial Treasury.pdf,2015,provincial
"Cooperative Governance, Human Settlement and Traditional Affairs",Northern Cape,"Vote 09 : Cooperative Governance, Human Settlement and Traditional Affairs","etl-data/normalised/2015/Northern Cape/Vote 09 : Cooperative Governance, Human Settlement and Traditional Affairs.xlsx","etl-data/2015/Northern Cape/NC - CoG, Human Settlements and Trad Affairs.xlsx",,2015,provincial
"Cooperative Governance, Human Settlement and Traditional Affairs",Northern Cape,"Vote 09 : Cooperative Governance, Human Settlement and Traditional Affairs",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 09 - Cooperative Gov, HS and Trad Affairs.pdf",2015,provincial
Health,Northern Cape,Vote 10 : Health,etl-data/normalised/2015/Northern Cape/Vote 10 : Health.xlsx,etl-data/2015/Northern Cape/NC - Health.xlsx,,2015,provincial
Health,Northern Cape,Vote 10 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 10 - Health.pdf,2015,provincial
Social Development,Northern Cape,Vote 11 : Social Development,etl-data/normalised/2015/Northern Cape/Vote 11 : Social Development.xlsx,etl-data/2015/Northern Cape/NC - Social Development.xlsx,,2015,provincial
Social Development,Northern Cape,Vote 11 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 11 - Social Development.pdf,2015,provincial
"Agriculture, Land Reform and Rural Development",Northern Cape,"Vote 12 : Agriculture, Land Reform and Rural Development","etl-data/normalised/2015/Northern Cape/Vote 12 : Agriculture, Land Reform and Rural Development.xlsx","etl-data/2015/Northern Cape/NC - Agriculture, Land Reform and Rural Dev.xlsx",,2015,provincial
"Agriculture, Land Reform and Rural Development",Northern Cape,"Vote 12 : Agriculture, Land Reform and Rural Development",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 12 - Agriculture, Land Reform and Rural Dev.pdf",2015,provincial
Environment and Nature Conservation,Northern Cape,Vote 13 : Environment and Nature Conservation,etl-data/normalised/2015/Northern Cape/Vote 13 : Environment and Nature Conservation.xlsx,etl-data/2015/Northern Cape/NC - Environment and Nature Conservation.xlsx,,2015,provincial
Environment and Nature Conservation,Northern Cape,Vote 13 : Environment and Nature Conservation,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/NC - Vote 13 - Environment and Nature Conservation.pdf,2015,provincial
Office of the Premier,Western Cape,Vote 01 : Office of the Premier,etl-data/normalised/2015/Western Cape/Vote 01 : Office of the Premier.xlsx,etl-data/2015/Western Cape/WC - Premier.xlsx,,2015,provincial
Office of the Premier,Western Cape,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 01 - Premier.pdf,2015,provincial
Provincial Parliament,Western Cape,Vote 02 : Provincial Parliament,etl-data/normalised/2015/Western Cape/Vote 02 : Provincial Parliament.xlsx,etl-data/2015/Western Cape/WC - Provincial Parliament.xlsx,,2015,provincial
Provincial Parliament,Western Cape,Vote 02 : Provincial Parliament,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 02 - Provincial Parliament.pdf,2015,provincial
Provincial Treasury,Western Cape,Vote 03 : Provincial Treasury,etl-data/normalised/2015/Western Cape/Vote 03 : Provincial Treasury.xlsx,etl-data/2015/Western Cape/WC - Provincial Treasury.xlsx,,2015,provincial
Provincial Treasury,Western Cape,Vote 03 : Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 03 - Provincial Treasury.pdf,2015,provincial
Community Safety,Western Cape,Vote 04 : Community Safety,etl-data/normalised/2015/Western Cape/Vote 04 : Community Safety.xlsx,etl-data/2015/Western Cape/WC - Community Safety.xlsx,,2015,provincial
Community Safety,Western Cape,Vote 04 : Community Safety,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 04 - Community Safety.pdf,2015,provincial
Education,Western Cape,Vote 05 : Education,etl-data/normalised/2015/Western Cape/Vote 05 : Education.xlsx,etl-data/2015/Western Cape/WC - Education.xlsx,,2015,provincial
Education,Western Cape,Vote 05 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 05 - Education.pdf,2015,provincial
Health,Western Cape,Vote 06 : Health,etl-data/normalised/2015/Western Cape/Vote 06 : Health.xlsx,etl-data/2015/Western Cape/WC - Health.xlsx,,2015,provincial
Health,Western Cape,Vote 06 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 06 - Health.pdf,2015,provincial
Social Development,Western Cape,Vote 07 : Social Development,etl-data/normalised/2015/Western Cape/Vote 07 : Social Development.xlsx,etl-data/2015/Western Cape/WC - Social Development.xlsx,,2015,provincial
Social Development,Western Cape,Vote 07 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 07 - Social Development.pdf,2015,provincial
Human Settlements,Western Cape,Vote 08 : Human Settlements,etl-data/normalised/2015/Western Cape/Vote 08 : Human Settlements.xlsx,etl-data/2015/Western Cape/WC - Human Settlements.xlsx,,2015,provincial
Human Settlements,Western Cape,Vote 08 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 08 - Human Settlements.pdf,2015,provincial
Environmental Affairs and Development Planning,Western Cape,Vote 09 : Environmental Affairs and Development Planning,etl-data/normalised/2015/Western Cape/Vote 09 : Environmental Affairs and Development Planning.xlsx,etl-data/2015/Western Cape/WC - Environ Affairs and Dev Planning.xlsx,,2015,provincial
Environmental Affairs and Development Planning,Western Cape,Vote 09 : Environmental Affairs and Development Planning,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 09 - Environ Affaris and Dev Planning.pdf,2015,provincial
Transport and Public Works,Western Cape,Vote 10 : Transport and Public Works,etl-data/normalised/2015/Western Cape/Vote 10 : Transport and Public Works.xlsx,etl-data/2015/Western Cape/WC - Transport and Public Works.xlsx,,2015,provincial
